instance_id predicted_score
2475218615076601065 0.002282357686559115
398316874173557226 0.02608683618038904
6586402638209028583 0.024674346118676627
1040996105851528465 0.028353832140402258
6316278569655873454 0.01708448994727725
868158305045921978 0.016837329668061625
5713520501786699854 0.025257533490810398
932945015407923184 0.006517053897661432
1919197847086752313 0.011518258758336283
304887065966615346 0.011043838305282008
3282556850371665 0.007856163396088483
8829646398295427742 0.01536776386685793
3177704368658581090 0.007306296973709649
331811904131229654 0.03470174830230909
1529584165704680903 0.011519861939821106
410957802501821801 0.020889606925509892
7858701120525579871 0.01745942512754316
1007593432911733192 0.021122045571377843
6933421324008829721 0.019222936440346814
949601458836318592 0.01990578034542311
1204371563787795352 0.037730594269810534
6697124581068234934 0.006768888291789872
7458626674337135052 0.004078062403498568
6451011837344535814 0.006168090487288168
4970342844069330588 0.004172192445857539
1311037283502827477 0.0025712571737898085
5367830782177104937 0.006451764064343467
130085071580390177 0.0038500372318277607
5277248246761080968 0.0044955164461319575
8248237544078109435 0.005681386109104929
8160495387552112248 0.003509539339082327
4990633888389156703 0.006589978749912136
5367915129338412746 0.004028865115159503
7166315717760973347 0.00887163469596018
3922408194130789536 0.0024173385131313406
3198031054131887410 0.005338596795565384
8381639851093431264 0.009253043187326539
4196377277000518389 0.017634438161619234
7216665137006358861 0.009270513076954177
7657988882068327631 0.0075588644049420705
6580538684502645403 0.008777382787974554
8285962653536984730 0.015325536239549485
667595007626814688 0.003829571274696692
794637447406319981 0.00948526569791481
1667489879796904413 0.007700229241426649
7581478598841084967 0.0020943105536965494
272473116112748683 0.0028166013979541867
7616847274036607679 0.004861131385529028
3090692985891227788 0.00818195161876191
1497475395995941288 0.008867787431181896
441294948945551728 0.00674937587438244
3856621171799337440 0.0034958803495728796
7233013970386906908 0.009840586775639794
7782462939020585759 0.009226175261695842
7819341218876328892 0.012649113020514798
8768374492722589767 0.0014834467697364788
7699672123093034935 0.004194452261327262
3105846136880438244 0.0030858654181900457
6362992075498435257 0.004109142364251246
4633007087835435834 0.007941710049875955
3278116017102114132 0.005107329570134113
5363866899442970684 -0.00016163882841270584
4763880063818181026 0.010445938666667024
6499417853689436305 0.00807553232919074
8825197220275291270 0.006349988422280648
1702555588196061071 0.007165809142434197
6579068549138521196 0.003915125881834241
6993939747206748437 0.00848628633556025
6426886544329476252 0.010411492130686715
7860426862982048754 0.0054676257516271184
2527297114841298382 0.00706301707376794
7933313760459159869 0.004350569806679921
75469955133175158 0.004068063102484941
7906499375892573021 0.004001046585602029
297206904225842053 0.002097587345468531
1277202590313089835 0.007519583476798438
1897838256899211077 0.003126344844142179
6554880088483459971 0.007527772246955201
6235346144393008382 0.002632054148722231
4934006048075874133 0.003023309694586936
3434477093176970312 0.006515949660613335
872629453371620942 0.007364112075359415
6562540679725413333 0.004605212131562179
2549347096994045410 0.003909188328718923
4114531809002228993 0.017116499289503553
6947254775144460887 0.00908216394607188
4193769699798080591 0.007958237635461383
4299012801018800018 0.004584853073274456
4659062641181513784 0.004921617733669432
5574367751937642699 0.01043464247173426
6074037798572199156 0.009491510023172662
8024877078089305183 0.008330491116332089
3576745609723701102 0.010252309344174546
4387536418119078860 0.0014908601848618588
59596392243977340 0.0028913755422705838
2091354043474870892 0.006214474828464088
3966382312694618857 0.009792820014607318
7472760435899602494 0.004402528306708021
3198557291404155567 0.003923425072079156
1340012448531949213 0.002343681289366767
8830478013318984291 0.0034207593046113186
4750788892877807074 0.005306538478007739
4489273316708706518 0.01100849766963312
8244650590101261901 0.006111834540241953
4858740570621533413 0.003715930859855169
6574836078618592522 0.004408490835714251
8043823938478133928 0.011747754280176766
5560933328574734864 0.010755096930331082
3709060275784363998 0.0039449128303701226
6202485565760628927 0.0041144909019586165
3941947698604231411 0.0087653572685728
1980180280733366382 0.009566845009501689
7710765171626200752 0.008919107669686326
5824318658173462176 0.004035538030938562
5243054028010204447 0.009654659799505678
1143993040051443911 0.0062883252736846635
2037772651107598845 0.01102967290859444
7470734154246698497 0.004937079192686814
2523181996580848656 0.00657280838476272
8452022941451037435 0.008413224842120657
927504634826570733 0.0014981106262286939
2597805510581801545 0.0009428529349437446
2499080841153987519 0.010511657368576573
163807825264653896 0.0029600909260343476
2502678713837987982 0.0060236786977962056
1526151713017037622 0.0019868834743767888
1768216870621739659 0.0072878152689748316
817331509321550604 0.007983603642961848
6686667053967253376 0.011673471362050493
5299583121790369228 0.004867201144237084
5585024284234417351 0.011076873149001085
1604976632639851313 0.008006427896997494
1041212349975192991 0.0007275703640753669
802918703517012152 0.01220070198953746
6909182353626620470 0.007411396668254405
1874783208062455148 0.009161659936222725
590370581953806675 0.004378527872560862
4357489829777680958 0.003980426475684013
252205590979964157 0.00613355295795583
3855377415648680657 0.0019593844378542526
9108564362830696742 0.008782375581685731
5559112022764482380 0.008841782849120542
1632910180343132894 0.006470192861630146
6793829579549371789 0.004934089636899502
1118128856472657337 0.00598290239906572
2892060938155506223 0.007722127353863567
8614041918260246627 0.004275453243426382
6465962103228301432 -0.0001906353262968611
7162492013828731916 0.008881143691616146
3597080532065967562 0.0024893005244661618
150665717183815588 0.00466284709385797
978380972294888193 0.007784521201373596
1628582540909746198 0.003867873051356476
4855790075544650290 0.008022478906027057
5824427867272718879 0.010954632598764422
6637749344029336154 0.004985959897472518
5638585955963471374 0.006190321062137381
689702222580461167 0.0037630758754475277
3222299540246685987 0.007364170718418614
497750118749498574 0.013505636652679927
4361351848384171826 0.005081435853814762
7095196713120733301 0.003959022124997758
9070603282890863831 0.005611854669381255
7570581289817443520 0.008444340398027982
5934094750253721488 0.005716662774322773
4080549666881243161 0.004790620888746738
7937668249803376288 0.007152547299314247
4637321447308132034 0.005052504387155863
1051706390360657392 0.008812872207051835
4046686032838439408 0.014136005451086196
6426031625233383026 0.008724515795241023
1144757588802408786 0.008166706178786686
752871749676732302 0.00433100772793341
707195829135838640 0.007890311448719066
